latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
9.033392,7.4740486,463.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),wind_speed_10m_max (km/h)
2001-01-01,1,33.7,21.2,0.00,8.7
2001-01-02,1,33.8,21.7,0.00,10.7
2001-01-03,1,33.2,21.3,0.00,11.6
2001-01-04,0,34.1,21.4,0.00,12.2
2001-01-05,0,33.2,20.2,0.00,11.9
2001-01-06,1,33.4,19.8,0.00,10.9
2001-01-07,1,33.2,20.1,0.00,11.5
2001-01-08,1,33.8,20.1,0.00,9.7
2001-01-09,1,33.5,20.2,0.00,10.2
2001-01-10,1,34.1,20.3,0.00,11.8
2001-01-11,0,34.3,20.7,0.00,12.5
2001-01-12,0,34.0,20.5,0.00,10.4
2001-01-13,0,34.1,19.4,0.00,11.0
2001-01-14,0,33.9,18.5,0.00,6.3
2001-01-15,0,34.9,20.6,0.00,8.4
2001-01-16,1,34.9,21.8,0.00,6.2
2001-01-17,1,36.5,23.7,0.00,10.2
2001-01-18,1,35.3,23.7,0.00,15.5
2001-01-19,1,33.8,22.0,0.00,15.1
2001-01-20,1,34.4,21.5,0.00,14.2
2001-01-21,1,34.4,21.4,0.00,14.2
2001-01-22,1,33.9,20.7,0.00,13.6
2001-01-23,1,34.0,20.8,0.00,13.6
2001-01-24,1,33.6,20.4,0.00,12.0
2001-01-25,0,34.3,19.8,0.00,11.4
2001-01-26,0,34.0,19.7,0.00,11.4
2001-01-27,1,34.1,20.4,0.00,12.0
2001-01-28,1,33.4,19.6,0.00,11.4
2001-01-29,1,33.9,19.5,0.00,12.0
2001-01-30,0,34.0,19.5,0.00,7.3
2001-01-31,0,34.7,21.9,0.00,9.2
2001-02-01,0,36.0,22.5,0.00,10.1
2001-02-02,1,35.3,21.8,0.00,10.1
2001-02-03,1,35.0,24.0,0.00,13.1
2001-02-04,1,35.9,22.0,0.00,15.3
2001-02-05,0,35.7,21.4,0.00,16.4
2001-02-06,1,35.1,20.5,0.00,12.9
2001-02-07,1,34.5,20.4,0.00,12.9
2001-02-08,1,34.6,20.6,0.00,13.1
2001-02-09,0,35.3,21.4,0.00,14.0
2001-02-10,1,35.3,21.3,0.00,15.2
2001-02-11,0,34.8,20.8,0.00,15.3
2001-02-12,0,34.5,20.6,0.00,15.3
2001-02-13,0,33.7,20.1,0.00,15.6
2001-02-14,0,32.9,18.5,0.00,15.2
2001-02-15,1,34.4,20.1,0.00,10.8
2001-02-16,1,36.0,21.7,0.00,12.4
2001-02-17,1,35.8,21.7,0.00,9.2
2001-02-18,1,36.3,22.2,0.00,10.0
2001-02-19,1,36.1,22.0,0.00,8.7
2001-02-20,1,37.3,23.0,0.00,8.8
2001-02-21,1,35.0,23.4,0.00,9.0
2001-02-22,0,36.4,23.7,0.00,10.4
2001-02-23,0,35.2,24.3,0.00,10.9
2001-02-24,1,36.9,23.8,0.00,10.2
2001-02-25,1,37.6,23.9,0.00,12.0
2001-02-26,0,37.7,22.8,0.00,9.2
2001-02-27,1,36.8,23.0,0.00,8.7
2001-02-28,1,36.2,23.5,0.00,9.9
2001-03-01,2,36.8,24.6,0.00,8.4
2001-03-02,1,37.5,22.9,0.00,8.0
2001-03-03,1,38.9,23.6,0.00,6.6
2001-03-04,1,37.4,24.5,0.00,8.7
2001-03-05,1,37.2,24.5,0.00,9.6
2001-03-06,1,37.1,24.3,0.00,9.0
2001-03-07,1,35.6,24.0,0.00,8.7
2001-03-08,51,33.3,23.9,0.30,7.0
2001-03-09,55,33.2,24.6,3.50,10.3
2001-03-10,51,32.7,24.8,0.20,12.9
2001-03-11,53,32.1,23.3,0.80,11.5
2001-03-12,2,35.1,23.1,0.00,10.8
2001-03-13,1,36.0,23.9,0.00,9.9
2001-03-14,1,35.6,24.5,0.00,7.1
2001-03-15,1,36.4,23.2,0.00,8.2
2001-03-16,2,36.1,24.1,0.00,9.2
2001-03-17,51,35.7,24.8,0.60,8.5
2001-03-18,63,33.5,24.3,4.70,11.8
2001-03-19,2,35.7,23.3,0.00,8.3
2001-03-20,2,35.5,23.6,0.00,10.3
2001-03-21,2,35.9,23.9,0.00,9.2
2001-03-22,2,35.4,24.8,0.00,9.6
2001-03-23,51,33.7,25.0,0.10,8.8
2001-03-24,1,35.8,24.4,0.00,7.5
2001-03-25,1,37.2,23.0,0.00,9.3
2001-03-26,1,37.1,24.9,0.00,12.8
2001-03-27,51,37.1,24.8,0.30,15.2
2001-03-28,2,35.4,24.0,0.00,14.3
2001-03-29,3,35.6,24.2,0.00,11.6
2001-03-30,2,35.6,24.6,0.00,12.6
2001-03-31,3,36.1,24.8,0.00,14.4
2001-04-01,3,35.7,25.1,0.00,14.5
2001-04-02,55,36.4,25.0,3.30,13.5
2001-04-03,61,30.9,23.5,5.00,12.0
2001-04-04,61,32.2,23.2,5.60,11.3
2001-04-05,2,33.7,22.8,0.00,7.1
2001-04-06,2,33.3,23.0,0.00,7.6
2001-04-07,0,35.7,22.6,0.00,7.7
2001-04-08,0,35.5,23.0,0.00,8.9
2001-04-09,1,36.6,24.2,0.00,9.7
2001-04-10,1,36.7,24.3,0.00,11.9
2001-04-11,51,35.7,24.6,0.30,10.7
2001-04-12,53,36.6,25.0,0.60,12.5
2001-04-13,53,34.3,24.6,0.50,14.1
2001-04-14,53,34.6,24.6,1.00,11.0
2001-04-15,3,35.3,25.1,0.00,16.9
2001-04-16,53,32.9,25.1,1.20,12.5
2001-04-17,63,34.8,24.0,7.00,6.8
2001-04-18,63,25.4,23.1,15.10,14.2
2001-04-19,1,32.3,21.9,0.00,11.3
2001-04-20,3,32.4,23.9,0.00,8.9
2001-04-21,51,31.0,24.3,0.10,11.2
2001-04-22,53,29.6,23.6,1.50,12.4
2001-04-23,3,30.3,22.7,0.00,9.2
2001-04-24,51,32.9,23.3,0.70,11.2
2001-04-25,55,29.9,23.2,3.70,9.8
2001-04-26,55,31.7,23.2,1.40,9.1
2001-04-27,51,34.1,24.6,0.60,9.7
2001-04-28,55,31.4,24.6,1.60,12.6
2001-04-29,61,30.3,23.4,6.60,10.7
2001-04-30,3,31.0,23.7,0.00,9.0
2001-05-01,55,30.3,24.1,1.80,6.8
2001-05-02,53,34.2,23.9,0.50,9.6
2001-05-03,3,32.6,24.1,0.00,10.4
2001-05-04,51,29.7,24.2,0.10,11.4
2001-05-05,3,31.4,24.3,0.00,13.0
2001-05-06,3,31.7,24.2,0.00,8.3
2001-05-07,51,34.1,24.4,0.40,7.7
2001-05-08,51,32.0,25.0,0.90,14.0
2001-05-09,63,31.3,23.0,14.40,9.7
2001-05-10,3,32.1,23.8,0.00,11.7
2001-05-11,3,30.9,24.1,0.00,10.0
2001-05-12,63,30.0,23.9,5.50,12.6
2001-05-13,63,32.4,23.1,12.60,10.0
2001-05-14,63,30.1,22.8,11.30,9.1
2001-05-15,53,27.5,22.9,2.20,7.0
2001-05-16,61,31.4,22.2,4.90,6.8
2001-05-17,53,31.2,23.2,0.90,8.0
2001-05-18,51,34.2,24.5,0.20,11.2
2001-05-19,51,32.6,24.6,0.10,11.2
2001-05-20,51,31.0,23.7,1.00,11.3
2001-05-21,51,30.8,22.9,0.30,10.1
2001-05-22,3,31.0,22.9,0.00,9.2
2001-05-23,51,31.4,23.1,0.70,9.5
2001-05-24,3,30.4,23.5,0.00,13.7
2001-05-25,3,28.5,23.1,0.00,13.2
2001-05-26,51,28.9,22.6,0.30,10.8
2001-05-27,51,29.4,22.6,0.10,9.4
2001-05-28,53,30.1,23.0,0.80,7.6
2001-05-29,51,28.7,23.2,0.80,10.7
2001-05-30,61,29.2,23.0,7.80,7.9
2001-05-31,55,29.7,21.7,2.80,8.7
2001-06-01,63,28.3,22.4,11.40,9.8
2001-06-02,51,27.4,21.6,0.20,9.4
2001-06-03,51,29.0,22.0,0.50,9.4
2001-06-04,51,29.9,22.7,0.20,7.8
2001-06-05,63,29.3,22.4,9.00,9.7
2001-06-06,51,28.5,21.9,0.30,8.3
2001-06-07,63,28.8,22.6,10.60,12.2
2001-06-08,51,28.6,22.1,0.70,10.5
2001-06-09,53,28.4,22.2,2.10,11.7
2001-06-10,63,28.2,21.7,11.30,9.9
2001-06-11,53,28.6,21.5,2.10,8.6
2001-06-12,63,28.8,22.1,12.70,8.7
2001-06-13,63,28.2,21.3,8.40,7.2
2001-06-14,51,28.6,21.3,0.20,11.8
2001-06-15,2,29.2,21.6,0.00,8.9
2001-06-16,55,28.4,22.6,4.70,11.0
2001-06-17,63,28.2,22.0,8.80,7.3
2001-06-18,51,27.4,21.8,0.20,10.9
2001-06-19,51,29.0,22.2,0.90,8.0
2001-06-20,53,28.8,21.9,2.30,9.2
2001-06-21,63,28.1,21.9,18.30,7.2
2001-06-22,61,27.0,22.2,6.80,6.7
2001-06-23,61,28.5,22.1,6.70,8.1
2001-06-24,3,28.1,21.7,0.00,9.6
2001-06-25,61,30.0,21.9,4.00,6.1
2001-06-26,61,27.2,21.3,5.10,8.4
2001-06-27,61,28.7,21.7,3.50,12.4
2001-06-28,63,28.1,21.8,13.40,11.3
2001-06-29,55,25.4,21.6,5.30,9.3
2001-06-30,63,28.7,21.1,12.80,7.1
2001-07-01,51,28.5,20.6,1.80,7.4
2001-07-02,53,29.1,21.9,2.00,6.4
2001-07-03,63,28.4,22.2,10.90,10.3
2001-07-04,51,28.2,22.1,2.30,11.0
2001-07-05,61,27.7,22.0,8.10,8.0
2001-07-06,63,28.0,20.8,5.50,8.2
2001-07-07,63,27.6,22.2,7.30,7.4
2001-07-08,51,28.2,21.1,0.30,8.4
2001-07-09,61,28.9,21.3,4.20,8.4
2001-07-10,53,27.6,21.9,2.40,8.4
2001-07-11,63,28.5,21.9,12.50,7.3
2001-07-12,61,28.4,21.5,10.40,9.8
2001-07-13,51,28.2,21.4,1.60,8.7
2001-07-14,53,28.4,21.8,3.20,13.3
2001-07-15,61,27.6,21.5,9.90,9.2
2001-07-16,63,22.6,20.7,37.10,12.0
2001-07-17,53,25.9,20.1,3.50,13.7
2001-07-18,53,25.5,20.9,2.20,9.8
2001-07-19,61,27.9,21.0,8.70,10.1
2001-07-20,61,25.2,21.3,6.50,11.1
2001-07-21,61,23.1,20.8,10.00,16.9
2001-07-22,63,25.4,20.3,9.00,14.0
2001-07-23,55,26.2,20.4,5.10,8.8
2001-07-24,53,23.6,20.6,3.60,9.4
2001-07-25,51,26.7,20.2,0.30,9.7
2001-07-26,51,27.5,21.3,0.80,11.2
2001-07-27,55,27.1,21.4,5.20,15.9
2001-07-28,61,23.9,20.8,17.40,10.5
2001-07-29,61,26.0,20.6,7.30,13.6
2001-07-30,63,26.7,20.3,9.70,12.1
2001-07-31,55,25.5,20.7,4.30,12.0
2001-08-01,63,21.8,20.4,34.80,5.0
2001-08-02,63,26.0,20.5,9.00,10.0
2001-08-03,53,25.1,21.0,2.70,12.8
2001-08-04,63,23.0,20.4,20.50,9.5
2001-08-05,51,26.8,20.5,0.90,9.2
2001-08-06,61,28.7,21.1,6.20,11.2
2001-08-07,55,25.1,21.1,10.30,11.5
2001-08-08,63,27.0,20.5,22.00,13.7
2001-08-09,63,26.7,20.3,14.20,12.0
2001-08-10,53,28.2,20.0,2.50,9.3
2001-08-11,53,27.1,21.6,3.30,12.0
2001-08-12,55,23.6,21.2,9.40,11.4
2001-08-13,61,26.7,21.0,7.90,11.6
2001-08-14,63,25.3,21.0,12.00,15.6
2001-08-15,63,24.3,20.5,20.70,17.9
2001-08-16,51,25.6,20.7,0.60,11.4
2001-08-17,61,26.6,21.4,8.50,9.7
2001-08-18,51,23.6,21.2,2.90,12.7
2001-08-19,51,26.9,20.9,2.10,9.5
2001-08-20,55,25.7,21.3,9.80,14.8
2001-08-21,63,23.4,21.0,31.60,11.1
2001-08-22,51,26.9,21.1,0.60,12.7
2001-08-23,51,27.6,21.6,0.50,11.2
2001-08-24,55,25.2,21.2,5.40,9.4
2001-08-25,61,27.0,21.6,5.30,9.6
2001-08-26,63,22.4,20.6,38.70,8.5
2001-08-27,53,27.0,20.7,3.00,10.7
2001-08-28,51,26.8,22.2,1.50,11.7
2001-08-29,63,26.7,21.4,11.10,11.3
2001-08-30,63,26.4,21.0,30.50,9.0
2001-08-31,51,27.0,20.7,1.40,10.0
2001-09-01,63,27.5,21.9,19.30,11.6
2001-09-02,63,22.9,20.6,28.50,13.1
2001-09-03,61,23.3,20.5,20.30,10.0
2001-09-04,63,27.6,20.8,7.60,8.0
2001-09-05,61,27.0,21.0,11.40,6.9
2001-09-06,53,25.0,21.2,4.80,7.6
2001-09-07,51,27.7,21.2,1.40,8.7
2001-09-08,63,28.6,21.7,12.00,7.6
2001-09-09,55,27.4,20.9,2.20,6.2
2001-09-10,51,27.7,20.9,1.60,8.0
2001-09-11,63,30.6,20.9,20.10,9.4
2001-09-12,61,26.8,20.7,6.90,8.7
2001-09-13,61,26.3,21.2,6.20,8.3
2001-09-14,55,25.1,20.8,7.10,7.6
2001-09-15,55,28.6,20.1,3.30,5.6
2001-09-16,61,28.0,20.9,8.10,7.1
2001-09-17,61,28.4,20.1,5.70,9.0
2001-09-18,63,27.6,21.3,9.80,10.7
2001-09-19,61,27.5,20.8,16.00,9.4
2001-09-20,63,27.9,21.1,19.20,11.9
2001-09-21,61,28.4,19.4,4.90,6.8
2001-09-22,61,28.8,21.0,4.90,8.7
2001-09-23,63,28.4,21.3,8.20,6.6
2001-09-24,61,27.5,20.5,6.00,5.8
2001-09-25,55,28.5,21.0,1.90,9.4
2001-09-26,63,28.1,21.5,11.30,9.4
2001-09-27,63,28.1,20.4,8.10,6.5
2001-09-28,55,28.9,21.4,4.00,7.3
2001-09-29,55,29.1,20.6,4.30,7.9
2001-09-30,63,28.6,21.0,9.90,10.0
2001-10-01,63,27.6,21.1,9.80,7.5
2001-10-02,51,29.4,20.6,0.50,7.2
2001-10-03,61,29.3,21.3,4.50,7.9
2001-10-04,63,29.6,21.1,7.00,6.6
2001-10-05,61,29.0,21.9,7.30,6.5
2001-10-06,53,27.5,21.4,1.30,6.6
2001-10-07,3,29.3,20.9,0.00,9.2
2001-10-08,51,29.4,22.4,0.60,7.3
2001-10-09,63,29.7,21.2,7.40,7.3
2001-10-10,63,29.5,22.6,13.40,9.7
2001-10-11,51,32.1,22.2,0.60,9.8
2001-10-12,55,29.5,22.1,2.20,7.6
2001-10-13,2,31.0,20.5,0.00,9.6
2001-10-14,53,30.0,22.4,1.70,7.1
2001-10-15,2,31.5,21.6,0.00,9.9
2001-10-16,61,28.6,22.2,5.10,11.3
2001-10-17,53,28.3,21.4,1.10,7.2
2001-10-18,1,32.4,21.3,0.00,8.2
2001-10-19,51,32.3,23.3,0.10,7.0
2001-10-20,0,33.4,22.9,0.00,10.0
2001-10-21,1,33.2,22.1,0.00,7.2
2001-10-22,0,33.7,24.6,0.00,6.5
2001-10-23,2,31.5,21.9,0.00,7.4
2001-10-24,1,32.4,23.1,0.00,8.7
2001-10-25,1,32.6,22.7,0.00,6.8
2001-10-26,1,31.7,23.7,0.00,10.0
2001-10-27,1,32.0,22.7,0.00,7.9
2001-10-28,2,31.3,24.2,0.00,7.6
2001-10-29,51,30.7,23.3,0.20,9.3
2001-10-30,51,31.2,21.7,0.20,9.7
2001-10-31,0,32.1,21.5,0.00,6.8
2001-11-01,0,32.8,20.2,0.00,8.1
2001-11-02,0,33.7,21.9,0.00,10.3
2001-11-03,1,34.0,21.6,0.00,10.0
2001-11-04,1,33.3,22.5,0.00,8.2
2001-11-05,1,33.2,22.6,0.00,6.6
2001-11-06,1,34.5,20.5,0.00,6.9
2001-11-07,1,33.6,22.4,0.00,6.6
2001-11-08,1,33.9,23.4,0.00,7.6
2001-11-09,2,31.1,21.9,0.00,7.5
2001-11-10,51,31.0,21.9,0.20,7.7
2001-11-11,51,32.1,22.4,0.20,11.6
2001-11-12,1,33.8,22.4,0.00,9.0
2001-11-13,0,33.5,21.9,0.00,8.3
2001-11-14,1,32.3,21.5,0.00,10.6
2001-11-15,1,32.5,22.9,0.00,7.5
2001-11-16,0,34.6,22.0,0.00,6.0
2001-11-17,0,34.9,21.1,0.00,9.7
2001-11-18,1,34.4,21.1,0.00,8.1
2001-11-19,1,34.3,21.4,0.00,6.6
2001-11-20,1,34.4,20.7,0.00,9.9
2001-11-21,0,33.7,20.4,0.00,8.9
2001-11-22,1,34.2,21.1,0.00,7.6
2001-11-23,1,33.3,21.4,0.00,5.7
2001-11-24,1,34.7,22.5,0.00,5.5
2001-11-25,0,34.2,22.6,0.00,6.2
2001-11-26,0,34.2,22.9,0.00,5.1
2001-11-27,1,36.1,22.8,0.00,9.0
2001-11-28,1,35.2,21.9,0.00,6.3
2001-11-29,1,35.4,22.6,0.00,7.1
2001-11-30,1,33.7,22.1,0.00,6.6
2001-12-01,51,32.9,22.7,0.20,5.9
2001-12-02,1,34.7,23.4,0.00,6.5
2001-12-03,0,33.6,21.9,0.00,6.5
2001-12-04,0,35.4,23.4,0.00,11.5
2001-12-05,1,34.8,22.6,0.00,11.1
2001-12-06,1,34.9,22.5,0.00,13.7
2001-12-07,1,32.6,21.3,0.00,12.5
2001-12-08,0,32.8,18.7,0.00,10.3
2001-12-09,1,34.1,19.9,0.00,10.0
2001-12-10,0,35.2,21.1,0.00,9.3
2001-12-11,1,36.6,24.5,0.00,13.1
2001-12-12,0,36.4,24.1,0.00,9.4
2001-12-13,1,34.9,23.0,0.00,7.0
2001-12-14,0,35.0,22.8,0.00,8.0
2001-12-15,1,36.2,21.8,0.00,12.8
2001-12-16,2,36.8,23.6,0.00,11.1
2001-12-17,1,36.5,23.0,0.00,8.5
2001-12-18,1,36.0,22.2,0.00,8.1
2001-12-19,0,35.6,23.1,0.00,6.9
2001-12-20,0,35.3,22.5,0.00,7.3
2001-12-21,0,35.8,23.1,0.00,9.0
2001-12-22,0,36.3,23.8,0.00,10.5
2001-12-23,0,35.5,23.7,0.00,11.9
2001-12-24,1,35.6,23.1,0.00,10.6
2001-12-25,1,35.6,23.1,0.00,11.0
2001-12-26,0,35.2,22.2,0.00,10.5
2001-12-27,0,34.6,21.2,0.00,7.9
2001-12-28,0,35.1,22.0,0.00,10.2
2001-12-29,0,35.2,21.8,0.00,7.8
2001-12-30,0,35.0,23.0,0.00,8.9
2001-12-31,1,35.2,22.8,0.00,11.0
2002-01-01,0,34.7,22.3,0.00,13.3
2002-01-02,0,34.1,21.8,0.00,12.0
2002-01-03,1,34.6,21.2,0.00,10.9
2002-01-04,1,34.5,20.9,0.00,9.0
2002-01-05,1,34.2,19.9,0.00,12.3
2002-01-06,1,33.9,20.2,0.00,9.8
2002-01-07,1,34.5,21.4,0.00,11.4
2002-01-08,1,35.4,22.5,0.00,12.3
2002-01-09,1,35.7,22.7,0.00,16.0
2002-01-10,1,34.6,21.8,0.00,16.9
2002-01-11,1,33.4,20.1,0.00,17.1
2002-01-12,1,32.3,18.4,0.00,13.9
2002-01-13,1,31.7,17.5,0.00,10.5
2002-01-14,1,32.2,18.6,0.00,9.6
2002-01-15,1,32.6,19.2,0.00,10.8
2002-01-16,1,34.0,19.4,0.00,10.0
2002-01-17,1,34.8,19.9,0.00,9.3
2002-01-18,1,35.1,22.0,0.00,10.1
2002-01-19,1,35.1,22.2,0.00,8.3
2002-01-20,1,36.1,22.6,0.00,12.4
2002-01-21,1,35.1,23.1,0.00,12.8
2002-01-22,1,34.2,20.5,0.00,12.9
2002-01-23,1,34.5,21.2,0.00,13.5
2002-01-24,1,33.9,20.6,0.00,11.0
2002-01-25,0,34.7,20.6,0.00,12.0
2002-01-26,0,34.8,21.1,0.00,12.4
2002-01-27,0,34.4,21.2,0.00,13.8
2002-01-28,0,34.5,20.4,0.00,14.6
2002-01-29,1,34.6,20.0,0.00,16.0
2002-01-30,0,34.5,19.9,0.00,13.4
2002-01-31,1,34.4,20.3,0.00,13.6
2002-02-01,1,34.9,21.1,0.00,13.2
2002-02-02,0,35.1,20.9,0.00,12.6
2002-02-03,0,36.0,21.6,0.00,13.0
2002-02-04,0,36.1,21.9,0.00,11.3
2002-02-05,1,35.4,21.1,0.00,10.8
2002-02-06,1,34.7,21.4,0.00,9.5
2002-02-07,53,33.4,24.1,0.90,7.2
2002-02-08,55,34.0,22.8,3.70,5.0
2002-02-09,53,33.1,23.1,0.70,6.5
2002-02-10,1,32.5,23.1,0.00,12.0
2002-02-11,1,33.7,21.1,0.00,12.7
2002-02-12,1,33.9,20.6,0.00,11.3
2002-02-13,0,34.9,20.4,0.00,9.9
2002-02-14,1,34.1,19.7,0.00,9.3
2002-02-15,0,34.6,21.3,0.00,11.4
2002-02-16,0,35.2,22.3,0.00,10.7
2002-02-17,0,35.4,22.7,0.00,11.1
2002-02-18,0,35.3,20.8,0.00,10.6
2002-02-19,1,37.2,23.1,0.00,10.9
2002-02-20,0,36.2,24.4,0.00,11.4
2002-02-21,0,35.7,22.8,0.00,9.4
2002-02-22,51,37.4,24.3,0.20,7.0
2002-02-23,1,37.3,25.9,0.00,8.2
2002-02-24,1,37.9,24.1,0.00,7.0
2002-02-25,53,35.1,25.1,1.00,12.1
2002-02-26,51,33.0,24.6,0.40,12.0
2002-02-27,51,34.2,24.3,0.20,10.8
2002-02-28,55,35.2,24.5,2.50,9.3
2002-03-01,51,34.5,24.2,0.10,10.0
2002-03-02,1,35.6,23.7,0.00,10.2
2002-03-03,3,35.6,24.4,0.00,9.1
2002-03-04,1,34.9,24.4,0.00,7.6
2002-03-05,51,33.2,24.5,0.50,11.1
2002-03-06,51,33.1,24.4,0.10,13.0
2002-03-07,51,34.1,24.5,0.30,11.3
2002-03-08,51,35.3,24.7,0.20,12.7
2002-03-09,61,34.5,24.3,4.30,11.7
2002-03-10,51,32.1,24.2,0.10,10.2
2002-03-11,61,34.5,22.5,9.80,15.6
2002-03-12,3,34.6,24.3,0.00,10.0
2002-03-13,1,35.8,24.0,0.00,8.4
2002-03-14,1,36.7,23.6,0.00,7.0
2002-03-15,1,35.8,23.6,0.00,7.7
2002-03-16,1,35.3,23.7,0.00,15.9
2002-03-17,3,34.3,24.1,0.00,13.8
2002-03-18,1,35.3,24.1,0.00,12.7
2002-03-19,63,33.7,24.0,7.30,15.5
2002-03-20,1,35.2,23.2,0.00,6.5
2002-03-21,1,36.7,22.9,0.00,14.2
2002-03-22,1,35.8,22.2,0.00,12.9
2002-03-23,61,33.5,24.7,3.10,10.7
2002-03-24,2,34.9,23.4,0.00,13.1
2002-03-25,53,33.9,24.3,1.90,11.6
2002-03-26,2,35.3,23.9,0.00,11.6
2002-03-27,53,33.3,24.8,0.70,11.9
2002-03-28,51,35.4,24.0,0.30,11.7
2002-03-29,2,36.1,24.2,0.00,10.2
2002-03-30,1,37.8,21.8,0.00,9.7
2002-03-31,1,35.9,23.7,0.00,10.2
2002-04-01,2,36.9,24.8,0.00,9.7
2002-04-02,1,38.3,24.4,0.00,9.0
2002-04-03,51,36.1,25.5,0.10,12.6
2002-04-04,51,35.4,24.9,0.10,14.0
2002-04-05,61,35.5,25.6,1.90,13.5
2002-04-06,61,35.3,25.5,2.50,11.5
2002-04-07,51,33.5,25.0,0.40,13.4
2002-04-08,63,32.9,25.6,4.20,9.4
2002-04-09,3,34.8,23.9,0.00,12.6
2002-04-10,51,34.4,25.0,0.30,14.0
2002-04-11,51,32.5,24.8,0.50,13.9
2002-04-12,53,33.0,24.7,1.20,13.8
2002-04-13,63,30.8,24.5,12.10,10.0
2002-04-14,51,31.4,23.6,0.70,8.3
2002-04-15,61,30.3,22.4,8.30,10.6
2002-04-16,61,29.6,22.9,3.70,12.3
2002-04-17,3,31.2,22.7,0.00,9.9
2002-04-18,63,32.9,23.6,15.50,10.2
2002-04-19,3,30.3,23.3,0.00,11.0
2002-04-20,53,33.4,23.7,1.20,7.9
2002-04-21,63,31.4,24.3,7.80,8.9
2002-04-22,3,30.4,24.5,0.00,8.4
2002-04-23,51,34.0,24.4,0.70,9.0
2002-04-24,51,32.4,24.3,0.30,11.6
2002-04-25,51,33.4,25.0,0.70,10.9
2002-04-26,51,32.1,24.3,0.20,10.7
2002-04-27,51,34.8,24.4,0.20,12.9
2002-04-28,51,33.1,24.7,0.30,13.4
2002-04-29,51,31.3,24.1,0.30,12.7
2002-04-30,51,33.1,24.0,0.20,12.2
2002-05-01,51,33.8,24.2,0.30,13.6
2002-05-02,51,31.3,24.2,0.10,12.8
2002-05-03,51,33.2,23.6,0.10,8.7
2002-05-04,51,32.3,24.8,1.10,6.8
2002-05-05,63,31.7,23.4,13.40,14.5
2002-05-06,63,31.7,23.1,7.80,10.2
2002-05-07,51,31.4,23.3,0.50,8.9
2002-05-08,3,32.5,24.5,0.00,13.8
2002-05-09,53,31.6,23.6,3.20,11.2
2002-05-10,51,31.1,24.0,0.10,13.2
2002-05-11,3,31.9,23.6,0.00,12.6
2002-05-12,51,30.9,24.1,0.30,11.4
2002-05-13,51,31.3,24.2,0.40,11.5
2002-05-14,53,30.6,24.3,1.40,8.5
2002-05-15,53,33.1,23.8,0.90,9.2
2002-05-16,53,33.9,24.9,1.30,9.5
2002-05-17,51,31.5,24.3,0.10,11.4
2002-05-18,63,32.9,24.4,8.70,10.3
2002-05-19,51,33.0,23.6,0.40,8.9
2002-05-20,51,32.7,24.4,0.30,10.0
2002-05-21,51,32.2,24.8,0.80,8.5
2002-05-22,51,31.3,25.0,0.20,11.0
2002-05-23,63,32.8,23.7,9.80,10.4
2002-05-24,51,31.4,23.0,0.30,9.7
2002-05-25,3,33.4,24.1,0.00,10.2
2002-05-26,2,33.1,24.7,0.00,11.0
2002-05-27,3,31.6,24.4,0.00,13.8
2002-05-28,53,30.8,23.8,1.20,12.3
2002-05-29,55,29.3,23.5,1.90,10.8
2002-05-30,3,30.6,22.9,0.00,10.0
2002-05-31,3,32.1,23.6,0.00,15.1
2002-06-01,61,31.3,23.6,2.70,13.6
2002-06-02,61,28.4,23.3,8.10,8.9
2002-06-03,51,30.3,22.1,0.60,8.8
2002-06-04,63,28.5,22.9,12.50,7.9
2002-06-05,63,29.5,22.0,32.40,9.0
2002-06-06,63,27.0,22.4,13.80,12.6
2002-06-07,3,29.9,22.5,0.00,8.0
2002-06-08,63,30.6,22.9,9.10,7.4
2002-06-09,63,30.8,21.9,19.10,9.5
2002-06-10,51,29.2,22.4,0.30,13.1
2002-06-11,63,29.0,22.1,6.80,11.6
2002-06-12,63,29.7,21.8,17.50,9.0
2002-06-13,63,28.7,21.8,7.70,12.2
2002-06-14,61,28.4,21.7,6.40,9.8
2002-06-15,51,27.8,22.9,0.30,8.7
2002-06-16,55,28.6,22.9,2.50,7.8
2002-06-17,61,28.8,21.4,6.20,9.0
2002-06-18,63,27.1,22.3,15.20,8.8
2002-06-19,55,28.2,22.0,5.40,9.4
2002-06-20,51,27.9,21.8,0.50,11.0
2002-06-21,3,29.3,22.2,0.00,9.3
2002-06-22,63,29.6,22.7,6.50,9.7
2002-06-23,61,29.3,22.4,6.50,8.4
2002-06-24,61,28.9,22.4,6.70,6.7
2002-06-25,63,28.3,22.0,19.00,6.3
2002-06-26,63,28.6,21.6,10.30,8.5
2002-06-27,63,28.2,22.1,11.20,11.9
2002-06-28,51,28.4,22.2,0.10,10.0
2002-06-29,3,28.0,22.0,0.00,9.2
2002-06-30,55,28.5,22.4,3.50,11.5
2002-07-01,53,27.7,21.7,1.30,8.1
2002-07-02,61,27.6,22.6,7.10,7.3
2002-07-03,53,27.0,21.5,3.80,8.0
2002-07-04,3,29.1,22.5,0.00,9.3
2002-07-05,51,28.9,22.6,0.90,6.4
2002-07-06,61,28.2,21.7,5.90,10.2
2002-07-07,51,28.2,22.0,0.80,10.7
2002-07-08,53,28.3,22.6,1.40,10.9
2002-07-09,51,28.9,22.3,0.40,10.0
